city_names,temp
abohar,34.336998
adoni,37.3955
agartala,32.687
agra,36.646
agwar,36.646
ahmadnagar,36.336
ahmedabad,40.174
aizawl,27.977001
ajmer,36.66
akola,38.9565
alasandigutta,37.363
aligarh,35.9565
alleppey,28.409
alwal,34.389
alwar,36.662
ambattur,35.6675
amravati,38.054
amritsar,29.8545
amroha,34.445503
anand,40.687
anantapur,38.465
arrah,36.863
asansol,36.432503
aurangabad,37.372997
avadi,37.172
bada barabil,33.992
baharampur,34.3435
bahraigh,36.1805
bali,35.4565
bangalore,32.946
bankura,37.177998
barakpur,35.0305
baramula,14.1965
barasat,34.937
barddhaman,34.2065
bareilly,35.3655
batala,29.6955
beawar,36.677998
bellary,36.8705
betigeri,35.031998
bettiah,36.182503
bhadravati,31.692999
bhagalpur,34.37
bhalswa jahangirpur,35.463
bhangar,34.9175
bharatpur,36.5695
bharuch,40.5565
bhatinda,34.2695
bhatpara,35.4435
bhavnagar,38.3525
bhayandar,37.5965
bhilai,37.8215
bhilai01,38.086998
bhilwara,37.2975
bhimavaram,35.2305
bhind,37.573997
bhiwandi,40.0065
bhiwani,35.537
bhopal,36.781002
bhubaneshwar,36.0025
bhusaval,40.435
bidar,35.0685
bihar,36.554497
bijapur,36.7655
bikaner,38.046
bilaspur,38.232
bir,38.4935
bongaigaon,27.278
brahmapur,33.322002
budaun,35.163002
bulandshahr,35.2935
burhanpur,39.911
byatarayanpur,33.141502
calicut,29.4015
cannanore,29.322
cawnpore,37.735
chakradharpur,36.897003
chanda,39.8845
chandannagar,35.4175
chandigarh,31.8305
chapra,36.336998
chas,36.444
chennai,33.263
chhatarpur,37.4025
chhindwara,35.567497
chicacole,33.237
chinchvad,37.265
chirala,34.017498
chitaldrug,33.947002
chittandikavundanur,31.460001
chittoor,37.147003
coimbatore,31.9335
conjeeveram,36.926003
cuddalore,33.6805
cuddapah,39.192
cuttack,36.6435
dam dam,34.9045
darbhanga,36.013
dasarhalli,33.174
davangere,34.3005
dehra dun,29.011501
dehri,37.004498
delhi cantonment,34.9435
delhi,35.443
deo,36.7665
deoghar,35.063
dewas,36.4545
dhanbad,36.6655
dhulia,40.390503
dinapore,36.5565
dindigul,35.661
drabar,13.049
drug,37.4285
durgapur,35.433
ellore,38.1805
erode,36.5035
etah,35.976
etawah,36.972
faridabad,35.741
farrukhabad,36.1915
fatehpur,38.263
fyzabad,36.648003
gadag,34.914997
gadda madiral,37.934498
ganganagar,35.1805
gaya,37.0825
ghandinagar,39.8545
ghaziabad,35.2285
godhra,38.060997
gokak,37.629
gorakhpur,36.7
gulbarga,36.7845
guna,36.836998
guntur,37.887
gurgaon,34.617
guwahati,28.7625
gwalior,37.5935
habra,34.85
haldia,32.5435
handwara,13.529
hanumangarh,35.637
haora,35.174
hapur,34.6675
haridwar,33.0415
hazaribagh,33.232
himatnagar,39.3675
hindupur,36.189003
hisar,35.086998
hoshangabad,37.982502
hospet,35.7925
hosur,33.036503
hugli,35.4175
hyderabad,35.421
ichalkaranji,38.0955
imphal,27.934
indore,36.787
ingraj bazar,33.05
jabalpur,36.767498
jaipur,36.105
jalandhar,31.313
jalgaon,40.3085
jalna,37.917
jamshedpur,37.482
jaunpur,37.874
jind,34.711
jodhpur,38.310997
junagadh,40.072502
kaithal,34.0935
kakinada,34.8435
kalamboli,40.617
kalkaji devi,35.257
kamarhati,35.0305
kanchrapara,34.767498
kapra,35.017498
karaikkudi,34.656998
karimnagar,36.7415
karnal,33.8935
karur,37.2535
katri,35.849
khammam,37.276
khandwa,38.780003
khanna,33.2195
kharagpur,36.817497
khatima,34.77
kichha,35.099503
kiratot,16.411
kochi,28.807001
koiridih,35.2785
kolar,33.043003
kolhapur,38.423
kolkata,34.9045
korba,37.7505
kota,38.571
kotdwara,31.9795
kottayam,28.595499
krishnanagar,33.9175
kukatpalli,34.9045
kumbakonam,35.004498
kurnool,38.041
lingampalli,34.939003
loni,35.163002
lucknow,37.7
ludhiana,32.272
machilipatnam,34.4435
madanapalle,33.413998
madhyamgram,35.037
madurai,36.155
mahad,41.148003
mahbubnagar,34.822998
mahesana,39.5525
maldah,33.0565
maler kotla,33.3325
malkajgiri,35.089
mandsaur,36.6175
mandvi,37.551003
mandya,32.5845
mangalore,31.095499
masaurhi buzurg,37.113
mathura,36.187
mau,37.2805
mauli,32.5065
meerut,34.3675
mirzapur,37.8
moga,33.3825
mokameh,35.6915
monghyr,34.841503
moradabad,35.078503
morbi,40.0105
morena,37.411
mothihari,35.690998
mukerian,29.9805
multai,34.835003
mumbai,34.3995
muzaffarpur,35.8545
nadiad,40.586998
nagercoil,30.6365
nagpur,39.135002
naihati,35.424
najafgarh,34.687
nalgonda,37.7655
nanded,39.041
nandyal,38.1765
nangloi jat,35.135002
narela,34.891502
narnaul,35.8455
nasik,37.013
nellore,36.226
new delhi,35.432503
neyveli,37.5
nizamabad,37.3845
noida,35.4975
nowgong,28.761501
ongole,35.5565
orai,38.080498
oulgaret,35.581
padiala,33.408497
palghat,30.801
pali,38.5
pallavaram,34.62
panchkula,31.811
pandharpur,38.315
pandhurna,37.2475
panihati,35.024
panipat,33.961
panvel,39.8675
parbhani,38.9895
pathankot,29.2475
pathardi,37.327
patiala,33.813
patna,36.2915
petlad,40.563
prayagraj,38.1545
proddatur,40.4695
puducherry,33.389
pulimaddi,38.1765
pune,37.614
puri,28.741499
quilon,28.624
rae bareli,38.15
raichur,37.2895
raiganj,33.376
raipur,38.433
rajahmundry,36.715
rajapalaiyam,32.9265
rajendranagar,35.184498
rajkot,39.874
ramgundam,38.012497
rampur,35.498
ranchi,33.0085
rasulpur,35.4975
ratlam,36.548
ratnagiri,33.3535
raurkela,37.422
rewa,37.030003
rewari,35.310997
robertsonpet,33.315998
rudarpur,34.531998
saharanpur,33.041
saharsa,35.1935
salem,36.663002
salt lake city,34.924
sambalpur,37.945503
sambhal,34.539
sangli,38.432
sannai,37.576
sardarshahr,36.526
sasaram,37.0885
satna,37.5565
saugor,35.9865
secunderabad,35.0565
shahjanpur,35.580498
shantipur,34.2935
shiliguri,27.5135
shillong,21.798
shimla,16.723999
shimoga,32.351997
shivpuri,36.565502
shorapur,36.4195
shrirampur,35.4435
sikandarabad,35.111
sikar,35.582
silchar,31.0765
sirsa,35.424
sirur,37.3315
sitarganj,35.24
siwan,37.0065
solapur,37.922
songadh,39.815998
sonipat,34.661
sonpur,36.1675
soro,37.060997
srinagar,15.281501
sultanpur mazra,35.148003
surat,40.611
tambaram,36.376
tanjore,36.080498
tenali,36.9915
thane,40.117
tharad,39.496
thiruvananthapuram,28.069
tiptur,31.613
tiruppur,35.253
tiruvannamalai,37.9545
tiruvottiyur,34.0
titagarh,35.024
trichinopoly,36.1005
trichur,29.6435
tumkur,31.58
tuticorin,33.1565
udaipur,36.3025
udipi,31.13
ujjain,36.976
ulhasnagar,40.617
uluberiya,35.4565
umreth,40.161
unnao,37.567497
uttarpara,35.4305
vadodara,40.317497
valsad,37.7
varanasi,37.8
vasai,34.485
vellore,38.021
vidisha,37.4915
vijayawada,36.935
vishakhapatnam,34.299503
vizianagaram,35.2305
wapi,38.754498
warangal,37.0585
waraseoni,39.224
yamunanagar,33.146
