city_names,temp
abohar,30.536999
adoni,36.0955
agartala,30.887
agra,33.496
agwar,33.496
ahmadnagar,34.786
ahmedabad,37.224
aizawl,27.126999
ajmer,32.91
akola,35.9065
alasandigutta,36.063
aligarh,31.0565
alleppey,31.709
alwal,32.889
alwar,32.812
ambattur,31.417501
amravati,35.604
amritsar,28.7045
amroha,31.7455
anand,37.487
anantapur,35.864998
arrah,32.713
asansol,34.482502
aurangabad,34.923
avadi,32.272
bada barabil,34.092003
baharampur,34.4935
bahraigh,31.030499
bali,36.6565
bangalore,31.546
bankura,36.328
barakpur,36.7305
baramula,12.7465
barasat,36.637
barddhaman,35.6065
bareilly,32.2155
batala,28.3955
beawar,32.778
bellary,35.5205
betigeri,34.132
bettiah,31.932499
bhadravati,34.743
bhagalpur,31.820002
bhalswa jahangirpur,31.663
bhangar,36.1175
bharatpur,33.3695
bharuch,37.4565
bhatinda,30.0195
bhatpara,36.1935
bhavnagar,35.2025
bhayandar,38.0465
bhilai,34.8715
bhilai01,34.737
bhilwara,34.9475
bhimavaram,32.830498
bhind,33.674
bhiwandi,39.0565
bhiwani,30.637
bhopal,34.381
bhubaneshwar,35.9525
bhusaval,37.435
bidar,33.9685
bihar,32.6545
bijapur,34.8655
bikaner,32.296
bilaspur,36.332
bir,35.5435
bongaigaon,28.227999
brahmapur,32.472
budaun,31.413
bulandshahr,31.3935
burhanpur,36.661
byatarayanpur,31.6915
calicut,32.6015
cannanore,33.222
cawnpore,33.285
chakradharpur,35.747
chanda,36.6345
chandannagar,36.1675
chandigarh,30.0805
chapra,32.086998
chas,35.144
chennai,30.363
chhatarpur,34.4025
chhindwara,32.7175
chicacole,31.837
chinchvad,34.515
chirala,31.067501
chitaldrug,33.047
chittandikavundanur,37.760002
chittoor,33.947002
coimbatore,34.5335
conjeeveram,32.476
cuddalore,30.880499
cuddapah,36.092003
cuttack,36.1935
dam dam,36.1045
darbhanga,32.163002
dasarhalli,31.724
davangere,34.700497
dehra dun,27.3115
dehri,33.6545
delhi cantonment,31.6435
delhi,32.343002
deo,34.4665
deoghar,33.963
dewas,34.3545
dhanbad,34.065502
dhulia,36.390503
dinapore,31.8565
dindigul,33.010998
drabar,8.849
drug,34.2785
durgapur,34.783
ellore,35.330498
erode,37.3535
etah,31.526
etawah,32.972
faridabad,31.791
farrukhabad,31.5915
fatehpur,34.263
fyzabad,31.898
gadag,34.015
gadda madiral,36.3345
ganganagar,30.4305
gaya,34.5825
ghandinagar,36.7045
ghaziabad,31.2785
godhra,34.760998
gokak,34.629
gorakhpur,31.45
gulbarga,35.5845
guna,33.937
guntur,35.287
gurgaon,31.217001
guwahati,28.862501
gwalior,34.8435
habra,36.65
haldia,31.9435
handwara,13.429
hanumangarh,30.087
haora,36.323997
hapur,30.5175
haridwar,30.4415
hazaribagh,32.682
himatnagar,36.067497
hindupur,34.439003
hisar,30.437
hoshangabad,36.0825
hospet,35.4425
hosur,30.936499
hugli,36.1675
hyderabad,34.071
ichalkaranji,34.5955
imphal,25.834
indore,33.987
ingraj bazar,32.75
jabalpur,35.6175
jaipur,33.705
jalandhar,28.563
jalgaon,37.0585
jalna,35.217
jamshedpur,36.732
jaunpur,33.823997
jind,30.161001
jodhpur,34.411
junagadh,36.7225
kaithal,29.9935
kakinada,31.8935
kalamboli,39.267002
kalkaji devi,31.907
kamarhati,36.6805
kanchrapara,35.767498
kapra,33.567497
karaikkudi,33.807
karimnagar,35.7415
karnal,30.2435
karur,34.6035
katri,34.849
khammam,35.726
khandwa,35.83
khanna,29.8195
kharagpur,37.517498
khatima,31.220001
kichha,32.099503
kiratot,16.711
kochi,30.407
koiridih,34.6285
kolar,31.043
kolhapur,35.423
kolkata,36.1045
korba,35.8505
kota,36.121002
kotdwara,29.9295
kottayam,34.7955
krishnanagar,34.8675
kukatpalli,33.4045
kumbakonam,34.1045
kurnool,36.940998
lingampalli,33.589
loni,31.363
lucknow,32.7
ludhiana,29.572
machilipatnam,31.4935
madanapalle,31.464
madhyamgram,36.687
madurai,34.705
mahad,39.348003
mahbubnagar,33.923
mahesana,36.4025
maldah,32.7565
maler kotla,29.8825
malkajgiri,33.639
mandsaur,34.067497
mandvi,38.001003
mandya,33.8845
mangalore,34.3455
masaurhi buzurg,33.363
mathura,31.937
mau,32.7305
mauli,30.0065
meerut,31.0175
mirzapur,34.5
moga,29.2825
