city_names,temp
abohar,32.836998
adoni,40.2955
agartala,33.287
agra,36.146
agwar,36.146
ahmadnagar,36.936
ahmedabad,41.524
aizawl,27.676998
ajmer,36.21
akola,39.4065
alasandigutta,40.263
aligarh,35.0565
alleppey,32.009
alwal,37.189003
alwar,35.962
ambattur,38.767498
amravati,38.604
amritsar,30.1045
amroha,33.695503
anand,40.687
anantapur,40.864998
arrah,36.513
asansol,38.8825
aurangabad,38.372997
avadi,40.022
bada barabil,37.842003
baharampur,38.1435
bahraigh,35.4305
bali,40.5565
bangalore,35.246
bankura,39.778
barakpur,40.3805
baramula,17.7965
barasat,40.086998
barddhaman,39.7565
bareilly,35.4155
batala,29.4455
beawar,36.478
bellary,39.920498
betigeri,38.182
bettiah,33.682503
bhadravati,37.243
bhagalpur,33.37
bhalswa jahangirpur,34.213
bhangar,40.1675
bharatpur,36.3195
bharuch,37.4565
bhatinda,32.669502
bhatpara,39.2935
bhavnagar,35.3525
bhayandar,32.9465
bhilai,38.7215
bhilai01,38.487
bhilwara,38.1475
bhimavaram,38.2305
bhind,36.674
bhiwandi,36.5065
bhiwani,33.637
bhopal,37.431
bhubaneshwar,42.2525
bhusaval,40.585003
bidar,38.1685
bihar,36.304497
bijapur,39.1655
bikaner,35.096
bilaspur,39.632
bir,38.6935
bongaigaon,24.528
brahmapur,40.372
budaun,34.213
bulandshahr,34.5435
burhanpur,40.861
byatarayanpur,35.141502
calicut,30.3515
cannanore,30.872002
cawnpore,37.435
chakradharpur,39.397003
chanda,40.434498
chandannagar,39.267498
chandigarh,30.4805
chapra,35.387
chas,37.794003
chennai,35.463
chhatarpur,36.5025
chhindwara,35.267498
chicacole,38.037
chinchvad,36.864998
chirala,37.7175
chitaldrug,36.997
chittandikavundanur,36.71
chittoor,40.497
coimbatore,36.4835
conjeeveram,39.026
cuddalore,36.330498
cuddapah,42.192
cuttack,42.1435
dam dam,40.1545
darbhanga,33.963
dasarhalli,35.174
davangere,38.150497
dehra dun,27.6615
dehri,36.4545
delhi cantonment,33.5435
delhi,34.343002
deo,36.316498
deoghar,36.313
dewas,37.4045
dhanbad,37.7155
dhulia,40.0905
dinapore,35.5065
dindigul,39.560997
drabar,13.399
drug,37.6285
durgapur,38.833
ellore,42.2805
erode,42.6035
etah,35.626
etawah,35.972
faridabad,34.841
farrukhabad,35.7915
fatehpur,37.863
fyzabad,36.298
gadag,38.065
gadda madiral,40.9845
ganganagar,33.5305
gaya,37.2825
ghandinagar,40.8545
ghaziabad,33.7785
godhra,38.060997
gokak,38.929
gorakhpur,34.65
gulbarga,39.9845
guna,36.737
guntur,42.887
gurgaon,32.917
guwahati,26.7625
gwalior,37.2935
habra,39.7
haldia,37.3435
handwara,17.828999
hanumangarh,33.086998
haora,40.774
hapur,33.3675
haridwar,31.3915
hazaribagh,33.732
himatnagar,40.1675
hindupur,38.189003
hisar,33.637
hoshangabad,39.232502
hospet,39.0925
hosur,35.9865
hugli,39.267498
hyderabad,38.371002
ichalkaranji,38.3955
imphal,28.034
indore,37.237
ingraj bazar,34.25
jabalpur,37.1675
jaipur,36.505
jalandhar,30.763
jalgaon,40.0085
jalna,39.467
jamshedpur,40.232
jaunpur,37.474
jind,32.760998
jodhpur,38.010998
junagadh,39.322502
kaithal,32.0435
kakinada,40.5435
kalamboli,37.317
kalkaji devi,34.057
kamarhati,40.330498
kanchrapara,39.017498
kapra,38.017498
karaikkudi,39.456997
karimnagar,40.0415
karnal,31.543499
karur,42.203503
katri,35.849
khammam,41.626
khandwa,39.43
khanna,30.9195
kharagpur,42.017498
khatima,34.17
kichha,34.9495
kiratot,18.561
kochi,30.557001
koiridih,35.9785
kolar,35.843002
kolhapur,38.372997
kolkata,40.1545
korba,38.700497
kota,39.771
kotdwara,30.379501
kottayam,32.7955
krishnanagar,38.267498
kukatpalli,37.754498
kumbakonam,39.4545
kurnool,41.491
lingampalli,37.739002
loni,33.563
lucknow,37.2
ludhiana,30.822
machilipatnam,39.2435
madanapalle,36.114
madhyamgram,40.336998
madurai,40.705
mahad,39.498
mahbubnagar,38.523
mahesana,40.3525
maldah,34.2565
maler kotla,31.932499
malkajgiri,38.089
mandsaur,37.9675
mandvi,32.901
mandya,37.2845
mangalore,32.695503
masaurhi buzurg,36.713
mathura,35.637
mau,36.4305
mauli,30.206501
meerut,32.567497
mirzapur,37.65
moga,31.7325
mokameh,35.1915
monghyr,34.5415
moradabad,34.4285
morbi,40.0605
morena,36.711
mothihari,32.940998
mukerian,28.630499
multai,35.135002
mumbai,30.9995
muzaffarpur,34.304497
nadiad,40.887
nagercoil,34.6365
nagpur,39.835003
naihati,39.274
najafgarh,32.787
nalgonda,41.9155
nanded,39.891
nandyal,42.476498
nangloi jat,33.585003
narela,33.2915
narnaul,34.995502
nasik,35.863
nellore,40.976
new delhi,34.3825
neyveli,40.1
nizamabad,39.434498
noida,34.2975
nowgong,26.8115
ongole,42.9065
orai,37.2305
oulgaret,38.581
padiala,30.508501
palghat,35.751003
pali,37.85
pallavaram,37.62
panchkula,30.461
pandharpur,40.164997
pandhurna,37.1475
panihati,40.323997
panipat,31.711
panvel,35.4175
parbhani,39.6395
pathankot,28.3975
pathardi,38.077
patiala,31.513
patna,35.141502
petlad,40.013
prayagraj,37.9045
proddatur,43.2195
puducherry,34.839
pulimaddi,42.476498
pune,37.514
puri,28.9415
quilon,31.174002
rae bareli,38.0
raichur,39.8395
raiganj,34.626
raipur,39.383
rajahmundry,40.815
rajapalaiyam,40.5265
rajendranagar,37.934498
rajkot,40.774
ramgundam,41.0625
rampur,35.348003
ranchi,34.5585
rasulpur,34.2975
ratlam,37.198
ratnagiri,33.3035
raurkela,39.622
rewa,36.33
rewari,34.310997
robertsonpet,35.716
rudarpur,34.382
saharanpur,30.640999
saharsa,33.8935
salem,42.013
salt lake city,40.174
sambalpur,39.945503
sambhal,33.289
sangli,39.281998
sannai,36.676003
sardarshahr,34.576
sasaram,36.6385
satna,36.6565
saugor,36.4865
secunderabad,38.0565
shahjanpur,35.6805
shantipur,38.2435
shiliguri,27.813501
shillong,20.748
shimla,18.024
shimoga,37.401997
shivpuri,36.6655
shorapur,40.1695
shrirampur,40.4935
sikandarabad,34.560997
sikar,34.982
silchar,27.8265
sirsa,33.374
sirur,38.1815
sitarganj,34.84
siwan,35.4065
solapur,39.772
songadh,37.516
sonipat,32.861
sonpur,34.8675
soro,41.861
srinagar,17.6815
sultanpur mazra,33.598003
surat,32.611
tambaram,39.576
tanjore,39.6305
tenali,42.7915
thane,35.467
tharad,39.396
thiruvananthapuram,31.019001
tiptur,35.313
tiruppur,41.802998
tiruvannamalai,40.754498
tiruvottiyur,36.25
titagarh,40.374
trichinopoly,40.5005
trichur,32.6435
tumkur,35.030003
tuticorin,33.9065
udaipur,36.8525
udipi,32.93
ujjain,37.726
ulhasnagar,37.317
uluberiya,40.8565
umreth,40.411
unnao,36.9675
uttarpara,40.5305
vadodara,39.4675
valsad,31.0
varanasi,37.25
vasai,30.335
vellore,40.571
vidisha,37.9415
vijayawada,42.035
vishakhapatnam,38.9995
vizianagaram,42.1305
wapi,32.754498
warangal,40.158497
waraseoni,39.124
yamunanagar,30.746
