city_names,temp
abohar,41.487
adoni,33.7955
agartala,29.987
agra,43.196
agwar,43.196
ahmadnagar,31.736
ahmedabad,35.474
aizawl,23.027
ajmer,37.109997
akola,34.6065
alasandigutta,33.763
aligarh,42.8065
alleppey,29.109001
alwal,33.239002
alwar,42.212
ambattur,35.067497
amravati,34.304
amritsar,43.8545
amroha,39.7955
anand,34.037
anantapur,34.065
arrah,36.463
asansol,35.732502
aurangabad,32.173
avadi,36.022
bada barabil,31.491999
baharampur,34.3435
bahraigh,35.9805
bali,33.0565
bangalore,30.546
bankura,35.578
barakpur,33.1305
baramula,31.5965
barasat,33.487
barddhaman,34.0065
bareilly,39.9155
batala,43.745502
beawar,37.177998
bellary,34.0205
betigeri,31.831999
bettiah,30.682499
bhadravati,30.843
bhagalpur,32.969997
bhalswa jahangirpur,43.763
bhangar,33.4175
bharatpur,43.5195
bharuch,33.3065
bhatinda,41.5695
bhatpara,33.2935
bhavnagar,35.5025
bhayandar,29.5465
bhilai,33.421497
bhilai01,32.687
bhilwara,38.0475
bhimavaram,33.080498
bhind,43.374
bhiwandi,30.5065
bhiwani,43.586998
bhopal,32.731003
bhubaneshwar,33.4525
bhusaval,36.285
bidar,32.4185
bihar,36.1545
bijapur,31.5655
bikaner,41.946
bilaspur,33.932
bir,32.9935
bongaigaon,27.278
brahmapur,34.522
budaun,40.513
bulandshahr,42.4435
burhanpur,34.810997
byatarayanpur,30.741499
calicut,30.0015
cannanore,29.422
cawnpore,40.285
chakradharpur,34.047
chanda,33.434498
chandannagar,33.267498
chandigarh,39.6305
chapra,35.937
chas,35.944
chennai,33.413002
chhatarpur,41.2025
chhindwara,29.8675
chicacole,32.537
chinchvad,28.815
chirala,34.567497
chitaldrug,30.046999
chittandikavundanur,31.310001
chittoor,35.847
coimbatore,32.8335
conjeeveram,35.926003
cuddalore,33.2805
cuddapah,36.292
cuttack,33.2935
dam dam,33.4045
darbhanga,31.463001
dasarhalli,30.774
davangere,31.9005
dehra dun,35.461502
dehri,37.2045
delhi cantonment,43.0935
delhi,43.393
deo,35.9665
deoghar,35.013
dewas,31.8045
dhanbad,35.3655
dhulia,34.690502
dinapore,36.0565
dindigul,37.260998
drabar,25.849
drug,32.3785
durgapur,35.383
ellore,34.1805
erode,39.3535
etah,42.926003
etawah,43.722
faridabad,43.141
farrukhabad,42.2915
fatehpur,39.713
fyzabad,37.098003
gadag,31.715
gadda madiral,35.0845
ganganagar,41.580498
gaya,36.432503
ghandinagar,35.4545
ghaziabad,43.1285
godhra,33.060997
gokak,30.429
gorakhpur,35.1
gulbarga,32.934498
guna,36.937
guntur,36.937
gurgaon,42.567
guwahati,28.9625
gwalior,42.1435
habra,33.4
haldia,31.9435
handwara,31.328999
hanumangarh,41.937
haora,33.323997
hapur,42.1675
haridwar,39.391502
hazaribagh,33.332
himatnagar,33.2175
hindupur,33.239002
hisar,43.237
hoshangabad,32.982502
hospet,32.9425
hosur,30.286499
hugli,33.267498
hyderabad,33.971
ichalkaranji,29.845499
imphal,27.284
indore,31.387
ingraj bazar,33.6
jabalpur,34.817497
jaipur,39.205
jalandhar,42.013
jalgaon,35.0085
jalna,33.567
jamshedpur,34.932
jaunpur,36.823997
jind,43.010998
jodhpur,38.711
junagadh,34.7725
kaithal,42.6435
kakinada,33.1935
kalamboli,30.817001
kalkaji devi,43.057
kamarhati,33.3805
kanchrapara,33.2175
kapra,33.8675
karaikkudi,36.906998
karimnagar,34.4915
karnal,42.2435
karur,39.203503
katri,35.199
khammam,36.126
khandwa,34.33
khanna,39.8195
kharagpur,33.817497
khatima,36.37
kichha,38.3995
kiratot,28.911
kochi,28.957
koiridih,35.5285
kolar,31.243
kolhapur,28.773
kolkata,33.4045
korba,34.2505
kota,40.321
kotdwara,37.2795
kottayam,30.2955
krishnanagar,32.767498
kukatpalli,33.504498
kumbakonam,37.254498
kurnool,35.291
lingampalli,33.289
loni,43.313
lucknow,38.85
ludhiana,41.222
machilipatnam,34.0935
madanapalle,32.713997
madhyamgram,33.387
madurai,38.855
mahad,31.398
mahbubnagar,33.322998
mahesana,35.0525
maldah,33.6065
maler kotla,40.1325
malkajgiri,33.939003
mandsaur,33.267498
mandvi,29.501
mandya,32.684498
mangalore,29.2455
masaurhi buzurg,36.963
mathura,43.387
mau,35.9805
mauli,39.4065
meerut,41.6675
mirzapur,37.5
moga,41.7825
mokameh,35.0415
monghyr,34.341503
moradabad,39.8785
morbi,35.9605
morena,42.911
mothihari,30.441
mukerian,41.7305
multai,29.285
mumbai,28.9995
muzaffarpur,34.004498
nadiad,34.437
nagercoil,31.8365
nagpur,32.235
naihati,33.274
najafgarh,42.836998
nalgonda,36.9155
nanded,34.440998
nandyal,35.3765
nangloi jat,43.235
narela,43.1915
narnaul,41.5955
nasik,28.963001
nellore,38.276
new delhi,43.8325
neyveli,37.0
nizamabad,33.5345
noida,43.2975
nowgong,31.3615
ongole,37.3565
orai,43.2805
oulgaret,35.231003
padiala,39.9585
palghat,31.651
pali,38.75
pallavaram,33.77
panchkula,39.611
pandharpur,33.414997
pandhurna,32.4975
panihati,33.374
panipat,42.911
panvel,29.567501
parbhani,34.0395
pathankot,41.6975
pathardi,32.527
patiala,41.013
patna,35.9415
petlad,33.813
prayagraj,38.3545
proddatur,35.7695
puducherry,32.939003
pulimaddi,35.3765
pune,29.414
puri,29.6915
quilon,28.824001
rae bareli,38.45
raichur,34.1395
raiganj,29.626
raipur,33.383
rajahmundry,32.765
rajapalaiyam,38.1265
rajendranagar,33.3845
rajkot,36.224
ramgundam,35.1625
rampur,39.898003
ranchi,32.108498
rasulpur,43.2975
ratlam,31.598
ratnagiri,28.7035
raurkela,32.972
rewa,37.08
rewari,42.111
robertsonpet,31.566
rudarpur,38.582
saharanpur,40.791
saharsa,31.043499
salem,37.063
salt lake city,33.424
sambalpur,33.7955
