city_names,temp
abohar,35.137
adoni,26.6455
agartala,29.937
agra,29.796
agwar,29.796
ahmadnagar,26.736
ahmedabad,33.524
aizawl,22.176998
ajmer,33.71
akola,30.1065
alasandigutta,26.613
aligarh,29.6065
alleppey,26.509
alwal,27.088999
alwar,29.712
ambattur,32.567497
amravati,29.604
amritsar,31.904501
amroha,30.0455
anand,29.237
anantapur,30.015001
arrah,30.563
asansol,30.7325
aurangabad,26.223001
avadi,32.522
bada barabil,28.792
baharampur,30.0935
bahraigh,30.4805
bali,30.2565
bangalore,26.296
bankura,29.127998
barakpur,29.8305
baramula,26.5465
barasat,29.387
barddhaman,29.5065
bareilly,29.5655
batala,31.3955
beawar,34.278
bellary,29.820501
betigeri,24.782
bettiah,30.682499
bhadravati,25.942999
bhagalpur,30.67
bhalswa jahangirpur,30.963001
bhangar,29.7675
bharatpur,30.219501
bharuch,29.7565
bhatinda,33.5195
bhatpara,29.4435
bhavnagar,30.8525
bhayandar,27.4965
bhilai,31.421501
bhilai01,30.786999
bhilwara,32.1475
bhimavaram,29.380499
bhind,29.824001
bhiwandi,27.706501
bhiwani,32.687
bhopal,29.730999
bhubaneshwar,29.7525
bhusaval,29.984999
bidar,24.3185
bihar,30.1045
bijapur,26.765501
bikaner,39.746
bilaspur,31.081999
bir,27.043499
bongaigaon,30.028
brahmapur,29.122002
budaun,29.213001
bulandshahr,30.6935
burhanpur,30.561
byatarayanpur,26.5415
calicut,25.8515
cannanore,25.422
cawnpore,29.185
chakradharpur,29.847
chanda,29.734499
chandannagar,29.417501
chandigarh,31.030499
chapra,31.137
chas,30.194
chennai,32.413002
chhatarpur,29.1525
chhindwara,29.2175
chicacole,29.087
chinchvad,25.615
chirala,30.4675
chitaldrug,25.796999
chittandikavundanur,26.310001
chittoor,31.397
coimbatore,26.533499
conjeeveram,33.076
cuddalore,32.7305
cuddapah,29.692
cuttack,30.293499
dam dam,29.7545
darbhanga,30.963001
dasarhalli,26.574001
davangere,26.4005
dehra dun,28.3115
dehri,31.7545
delhi cantonment,30.9935
delhi,30.942999
deo,31.5665
deoghar,30.013
dewas,28.6045
dhanbad,29.115501
dhulia,28.6905
dinapore,31.0065
dindigul,31.111
drabar,21.999
drug,30.728498
durgapur,30.083
ellore,28.4305
erode,33.0535
etah,29.376
etawah,29.372002
faridabad,30.741
farrukhabad,29.7915
fatehpur,30.013
fyzabad,29.898
gadag,24.665
gadda madiral,30.4345
ganganagar,35.830498
gaya,31.0325
ghandinagar,34.1545
ghaziabad,30.6785
godhra,29.711
gokak,25.829
gorakhpur,29.9
gulbarga,26.884499
guna,30.137
guntur,30.137
gurgaon,30.867
guwahati,30.6625
gwalior,30.1435
habra,29.45
haldia,28.6435
handwara,26.428999
hanumangarh,35.687
haora,29.924002
hapur,30.417501
haridwar,30.0415
hazaribagh,28.682
himatnagar,33.4675
hindupur,27.239
hisar,33.787
hoshangabad,29.932499
hospet,26.342499
hosur,26.4865
hugli,29.417501
hyderabad,26.771
ichalkaranji,26.1955
imphal,26.784
indore,29.137
ingraj bazar,30.9
jabalpur,30.167501
jaipur,30.855
jalandhar,31.763
jalgaon,29.0585
jalna,27.417
jamshedpur,29.981998
jaunpur,30.174002
jind,31.961
jodhpur,38.111
junagadh,31.6725
kaithal,32.0935
kakinada,29.1935
kalamboli,28.167
kalkaji devi,30.607
kamarhati,29.880499
